layer_index,layer_name,type,module_repr,input_shape,output_shape,param_count,trainable_param_count,in_channels,out_channels,kernel_size,stride,padding,dilation,groups,bias,calls,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,power_gpu_mw,power_total_mw,timestamp
1,features.0.0,Conv2d,"Conv2d(3, 32, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), bias=False)",1x3x224x224,1x32x112x112,864,864,3,32,3x3,2x2,1x1,1x1,1,False,100,1.120529,0.038421,1.071065,1.218777,1.099165,1.197511,0,0,1777375489.6225991
2,features.0.1,BatchNorm2d,"BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x32x112x112,1x32x112x112,64,64,,,,,,,,True,100,0.562055,0.016984,0.542252,0.635066,0.558059,0.592387,0,0,1777375489.6233108
3,features.0.2,SiLU,SiLU(inplace=True),1x32x112x112,1x32x112x112,0,0,,,,,,,,False,100,0.405494,0.024248,0.370893,0.606941,0.401415,0.434014,0,0,1777375489.6238942
4,features.1.0.block.0.0,Conv2d,"Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=32, bias=False)",1x32x112x112,1x32x112x112,288,288,32,32,3x3,1x1,1x1,1x1,32,False,100,1.769766,0.024068,1.749101,1.924157,1.764023,1.812879,0,0,1777375489.6258607
5,features.1.0.block.0.1,BatchNorm2d,"BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x32x112x112,1x32x112x112,64,64,,,,,,,,True,100,0.537925,0.043591,0.482302,0.923926,0.529516,0.576778,0,0,1777375489.6265178
6,features.1.0.block.0.2,SiLU,SiLU(inplace=True),1x32x112x112,1x32x112x112,0,0,,,,,,,,False,100,0.389566,0.010174,0.362664,0.454229,0.389149,0.397521,0,0,1777375489.6270483
7,features.1.0.block.1.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x32x112x112,1x32x1x1,0,0,,,,,,,,False,100,0.329516,0.015778,0.291517,0.391206,0.324747,0.370128,0,0,1777375489.6275537
8,features.1.0.block.1.fc1,Conv2d,"Conv2d(32, 8, kernel_size=(1, 1), stride=(1, 1))",1x32x1x1,1x8x1x1,264,264,32,8,1x1,1x1,0x0,1x1,1,True,100,0.730889,0.074019,0.646316,0.921791,0.692827,0.859282,0,0,1777375489.6285408
9,features.1.0.block.1.activation,SiLU,SiLU(inplace=True),1x8x1x1,1x8x1x1,0,0,,,,,,,,False,100,0.242787,0.032107,0.215369,0.37704,0.22464,0.302973,0,0,1777375489.628953
10,features.1.0.block.1.fc2,Conv2d,"Conv2d(8, 32, kernel_size=(1, 1), stride=(1, 1))",1x8x1x1,1x32x1x1,288,288,8,32,1x1,1x1,0x0,1x1,1,True,100,0.56643,0.057249,0.503865,0.742203,0.541757,0.670593,0,0,1777375489.6296713
11,features.1.0.block.1.scale_activation,Sigmoid,Sigmoid(),1x32x1x1,1x32x1x1,0,0,,,,,,,,False,100,0.287796,0.349255,0.224953,3.754457,0.240501,0.296579,0,0,1777375489.630091
12,features.1.0.block.2.0,Conv2d,"Conv2d(32, 16, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x32x112x112,1x16x112x112,512,512,32,16,1x1,1x1,0x0,1x1,1,False,100,1.067832,0.040963,1.019502,1.264611,1.053044,1.13803,0,0,1777375489.6317105
13,features.1.0.block.2.1,BatchNorm2d,"BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x16x112x112,1x16x112x112,32,32,,,,,,,,True,100,0.437658,0.032364,0.398133,0.555585,0.42678,0.489656,0,0,1777375489.6323671
14,features.2.0.block.0.0,Conv2d,"Conv2d(16, 96, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x16x112x112,1x96x112x112,1536,1536,16,96,1x1,1x1,0x0,1x1,1,False,100,1.745833,0.038728,1.688735,1.85577,1.73009,1.817118,0,0,1777375489.634356
15,features.2.0.block.0.1,BatchNorm2d,"BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x96x112x112,1x96x112x112,192,192,,,,,,,,True,100,1.005972,0.031036,0.976584,1.177265,0.998434,1.065604,0,0,1777375489.6354911
16,features.2.0.block.0.2,SiLU,SiLU(inplace=True),1x96x112x112,1x96x112x112,0,0,,,,,,,,False,100,0.8545,0.027307,0.834393,1.078513,0.849134,0.899143,0,0,1777375489.6364815
17,features.2.0.block.1.0,Conv2d,"Conv2d(96, 96, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), groups=96, bias=False)",1x96x112x112,1x96x56x56,864,864,96,96,3x3,2x2,1x1,1x1,96,False,100,1.390324,0.020093,1.368207,1.466803,1.384536,1.437393,0,0,1777375489.6380186
18,features.2.0.block.1.1,BatchNorm2d,"BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x96x56x56,1x96x56x56,192,192,,,,,,,,True,100,0.487234,0.029321,0.447562,0.667932,0.480505,0.539413,0,0,1777375489.6386375
19,features.2.0.block.1.2,SiLU,SiLU(inplace=True),1x96x56x56,1x96x56x56,0,0,,,,,,,,False,100,0.335257,0.016213,0.284017,0.385737,0.332194,0.36629,0,0,1777375489.6391122
20,features.2.0.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x96x56x56,1x96x1x1,0,0,,,,,,,,False,100,0.308228,0.032732,0.279173,0.525949,0.294877,0.348516,0,0,1777375489.6396055
21,features.2.0.block.2.fc1,Conv2d,"Conv2d(96, 4, kernel_size=(1, 1), stride=(1, 1))",1x96x1x1,1x4x1x1,388,388,96,4,1x1,1x1,0x0,1x1,1,True,100,0.720355,0.090906,0.627305,1.271226,0.694052,0.85523,0,0,1777375489.6405532
22,features.2.0.block.2.activation,SiLU,SiLU(inplace=True),1x4x1x1,1x4x1x1,0,0,,,,,,,,False,100,0.242415,0.042932,0.213598,0.587669,0.224146,0.283741,0,0,1777375489.6409602
23,features.2.0.block.2.fc2,Conv2d,"Conv2d(4, 96, kernel_size=(1, 1), stride=(1, 1))",1x4x1x1,1x96x1x1,480,480,4,96,1x1,1x1,0x0,1x1,1,True,100,0.555172,0.05409,0.498657,0.719338,0.527564,0.652446,0,0,1777375489.6416793
24,features.2.0.block.2.scale_activation,Sigmoid,Sigmoid(),1x96x1x1,1x96x1x1,0,0,,,,,,,,False,100,0.250012,0.025755,0.223339,0.339799,0.234979,0.289506,0,0,1777375489.6420934
25,features.2.0.block.3.0,Conv2d,"Conv2d(96, 24, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x96x56x56,1x24x56x56,2304,2304,96,24,1x1,1x1,0x0,1x1,1,False,100,0.74333,0.044243,0.701057,1.068149,0.726605,0.795142,0,0,1777375489.6432934
26,features.2.0.block.3.1,BatchNorm2d,"BatchNorm2d(24, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x24x56x56,1x24x56x56,48,48,,,,,,,,True,100,0.415871,0.033392,0.37829,0.524595,0.401727,0.482073,0,0,1777375489.643902
27,features.2.1.block.0.0,Conv2d,"Conv2d(24, 144, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x24x56x56,1x144x56x56,3456,3456,24,144,1x1,1x1,0x0,1x1,1,False,100,1.279686,0.144226,1.213776,2.654746,1.24974,1.35341,0,0,1777375489.6453714
28,features.2.1.block.0.1,BatchNorm2d,"BatchNorm2d(144, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x144x56x56,1x144x56x56,288,288,,,,,,,,True,100,0.592593,0.025323,0.565793,0.727359,0.583945,0.649293,0,0,1777375489.6460907
29,features.2.1.block.0.2,SiLU,SiLU(inplace=True),1x144x56x56,1x144x56x56,0,0,,,,,,,,False,100,0.430873,0.019401,0.401415,0.527928,0.426468,0.477937,0,0,1777375489.6466558
30,features.2.1.block.1.0,Conv2d,"Conv2d(144, 144, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), groups=144, bias=False)",1x144x56x56,1x144x56x56,1296,1296,144,144,3x3,1x1,1x1,1x1,144,False,100,1.958847,0.111893,1.929001,3.064651,1.946033,1.982275,0,0,1777375489.6487448
31,features.2.1.block.1.1,BatchNorm2d,"BatchNorm2d(144, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x144x56x56,1x144x56x56,288,288,,,,,,,,True,100,0.584312,0.025376,0.562252,0.72236,0.576054,0.638004,0,0,1777375489.6494434
32,features.2.1.block.1.2,SiLU,SiLU(inplace=True),1x144x56x56,1x144x56x56,0,0,,,,,,,,False,100,0.417718,0.025309,0.399228,0.653868,0.414775,0.426914,0,0,1777375489.6499984
33,features.2.1.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x144x56x56,1x144x1x1,0,0,,,,,,,,False,100,0.321065,0.050988,0.277766,0.721579,0.321491,0.384949,0,0,1777375489.6504872
34,features.2.1.block.2.fc1,Conv2d,"Conv2d(144, 6, kernel_size=(1, 1), stride=(1, 1))",1x144x1x1,1x6x1x1,870,870,144,6,1x1,1x1,0x0,1x1,1,True,100,0.707946,0.080394,0.622774,1.001063,0.673583,0.842654,0,0,1777375489.6513653
35,features.2.1.block.2.activation,SiLU,SiLU(inplace=True),1x6x1x1,1x6x1x1,0,0,,,,,,,,False,100,0.239844,0.027067,0.212609,0.351935,0.224901,0.288697,0,0,1777375489.6518662
36,features.2.1.block.2.fc2,Conv2d,"Conv2d(6, 144, kernel_size=(1, 1), stride=(1, 1))",1x6x1x1,1x144x1x1,1008,1008,6,144,1x1,1x1,0x0,1x1,1,True,100,0.597446,0.074655,0.530533,1.109191,0.571992,0.695035,0,0,1777375489.65264
37,features.2.1.block.2.scale_activation,Sigmoid,Sigmoid(),1x144x1x1,1x144x1x1,0,0,,,,,,,,False,100,0.260258,0.087756,0.224536,1.092837,0.237583,0.290122,0,0,1777375489.6530597
38,features.2.1.block.3.0,Conv2d,"Conv2d(144, 24, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x144x56x56,1x24x56x56,3456,3456,144,24,1x1,1x1,0x0,1x1,1,False,100,0.880855,0.137075,0.821893,2.199631,0.851164,0.931942,0,0,1777375489.654535
39,features.2.1.block.3.1,BatchNorm2d,"BatchNorm2d(24, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x24x56x56,1x24x56x56,48,48,,,,,,,,True,100,0.426935,0.036097,0.381467,0.5697,0.427588,0.485307,0,0,1777375489.655112
40,features.2.1.stochastic_depth,StochasticDepth,"StochasticDepth(p=0.025, mode=row)",1x24x56x56,1x24x56x56,0,0,,,,,,,,False,100,0.142706,0.008059,0.137607,0.218755,0.14167,0.14631,0,0,1777375489.6554167
41,features.3.0.block.0.0,Conv2d,"Conv2d(24, 144, kernel_size=(1, 1), stride=(1, 1), bias=False)",1x24x56x56,1x144x56x56,3456,3456,24,144,1x1,1x1,0x0,1x1,1,False,100,1.278181,0.043349,1.221486,1.436178,1.264429,1.358727,0,0,1777375489.657211
42,features.3.0.block.0.1,BatchNorm2d,"BatchNorm2d(144, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x144x56x56,1x144x56x56,288,288,,,,,,,,True,100,0.597843,0.038575,0.57069,0.919916,0.589779,0.645628,0,0,1777375489.6579432
43,features.3.0.block.0.2,SiLU,SiLU(inplace=True),1x144x56x56,1x144x56x56,0,0,,,,,,,,False,100,0.426967,0.016332,0.406727,0.55496,0.424853,0.438213,0,0,1777375489.6585145
44,features.3.0.block.1.0,Conv2d,"Conv2d(144, 144, kernel_size=(5, 5), stride=(2, 2), padding=(2, 2), groups=144, bias=False)",1x144x56x56,1x144x28x28,3600,3600,144,144,5x5,2x2,2x2,1x1,144,False,100,1.240455,0.014471,1.220964,1.30555,1.236746,1.2652,0,0,1777375489.6599038
45,features.3.0.block.1.1,BatchNorm2d,"BatchNorm2d(144, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)",1x144x28x28,1x144x28x28,288,288,,,,,,,,True,100,0.393467,0.034793,0.355893,0.544856,0.378107,0.453159,0,0,1777375489.6604593
46,features.3.0.block.1.2,SiLU,SiLU(inplace=True),1x144x28x28,1x144x28x28,0,0,,,,,,,,False,100,0.238146,0.024996,0.212505,0.325424,0.224614,0.281925,0,0,1777375489.6608505
47,features.3.0.block.2.avgpool,AdaptiveAvgPool2d,AdaptiveAvgPool2d(output_size=1),1x144x28x28,1x144x1x1,0,0,,,,,,,,False,100,0.310518,0.035773,0.273704,0.443031,0.294329,0.379738,0,0,1777375489.6613388
