model,runtime,group_index,group_key,group_label,group_type,mean_ms,power_gpu_mw,power_total_mw,ops,input_shape,output_shape,param_count
efficientnetb0,onnxrt_cpu,69,features/features.4/features.4.1/block/block.2,"69. features.4/features.4.1/block/block.2 [eltwise]
params 0",eltwise,0.1736,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,70,features/features.4/features.4.1/block/block.3/block.3.0,"70. features.4/features.4.1/block/block.3/block.3.0 [conv]
params 0",conv,2.0331000000000006,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,71,features/features.4/features.4.2/block/block.0/block.0.0,"71. features.4/features.4.2/block/block.0/block.0.0 [conv]
params 0",conv,1.7961,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,72,features/features.4/features.4.2/block/block.0/block.0.2/Mul,"72. features.4/features.4.2/block/block.0/block.0.2/Mul [act]
params 0",act,1.2272,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,73,features/features.4/features.4.2/block/block.1/block.1.0,"73. features.4/features.4.2/block/block.1/block.1.0 [conv]
params 0",conv,3.0442,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,74,features/features.4/features.4.2/block/block.1/block.1.2/Mul,"74. features.4/features.4.2/block/block.1/block.1.2/Mul [act]
params 0",act,1.1522,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,75,features/features.4/features.4.2/block/block.2/avgpool,"75. features.4/features.4.2/block/block.2/avgpool [pool]
params 0",pool,0.1399,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,76,features/features.4/features.4.2/block/block.2/fc1,"76. features.4/features.4.2/block/block.2/fc1 [conv]
params 0",conv,0.1231,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,77,features/features.4/features.4.2/block/block.2/activation/Mul,"77. features.4/features.4.2/block/block.2/activation/Mul [act]
params 0",act,0.0399,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,78,features/features.4/features.4.2/block/block.2/fc2,"78. features.4/features.4.2/block/block.2/fc2 [conv]
params 0",conv,0.0985,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,79,features/features.4/features.4.2/block/block.2,"79. features.4/features.4.2/block/block.2 [eltwise]
params 0",eltwise,0.168,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,80,features/features.4/features.4.2/block/block.3/block.3.0,"80. features.4/features.4.2/block/block.3/block.3.0 [conv]
params 0",conv,2.0079000000000002,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,81,features/features.5/features.5.0/block/block.0/block.0.0,"81. features.5/features.5.0/block/block.0/block.0.0 [conv]
params 0",conv,1.8043,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,82,features/features.5/features.5.0/block/block.0/block.0.2/Mul,"82. features.5/features.5.0/block/block.0/block.0.2/Mul [act]
params 0",act,1.2275,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,83,features/features.5/features.5.0/block/block.1/block.1.0,"83. features.5/features.5.0/block/block.1/block.1.0 [conv]
params 0",conv,8.666,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,84,features/features.5/features.5.0/block/block.1/block.1.2/Mul,"84. features.5/features.5.0/block/block.1/block.1.2/Mul [act]
params 0",act,1.232,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,85,features/features.5/features.5.0/block/block.2/avgpool,"85. features.5/features.5.0/block/block.2/avgpool [pool]
params 0",pool,0.1402,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,86,features/features.5/features.5.0/block/block.2/fc1,"86. features.5/features.5.0/block/block.2/fc1 [conv]
params 0",conv,0.1191,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,87,features/features.5/features.5.0/block/block.2/activation/Mul,"87. features.5/features.5.0/block/block.2/activation/Mul [act]
params 0",act,0.0389,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,88,features/features.5/features.5.0/block/block.2/fc2,"88. features.5/features.5.0/block/block.2/fc2 [conv]
params 0",conv,0.0995,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,89,features/features.5/features.5.0/block/block.2,"89. features.5/features.5.0/block/block.2 [eltwise]
params 0",eltwise,0.1719,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,90,features/features.5/features.5.0/block/block.3/block.3.0,"90. features.5/features.5.0/block/block.3/block.3.0 [conv]
params 0",conv,2.6975,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,91,features/features.5/features.5.1/block/block.0/block.0.0,"91. features.5/features.5.1/block/block.0/block.0.0 [conv]
params 0",conv,3.5351000000000004,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,92,features/features.5/features.5.1/block/block.0/block.0.2/Mul,"92. features.5/features.5.1/block/block.0/block.0.2/Mul [act]
params 0",act,1.7047999999999999,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,93,features/features.5/features.5.1/block/block.1/block.1.0,"93. features.5/features.5.1/block/block.1/block.1.0 [conv]
params 0",conv,12.0435,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,94,features/features.5/features.5.1/block/block.1/block.1.2/Mul,"94. features.5/features.5.1/block/block.1/block.1.2/Mul [act]
params 0",act,1.7917,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,95,features/features.5/features.5.1/block/block.2/avgpool,"95. features.5/features.5.1/block/block.2/avgpool [pool]
params 0",pool,0.1813,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,96,features/features.5/features.5.1/block/block.2/fc1,"96. features.5/features.5.1/block/block.2/fc1 [conv]
params 0",conv,0.1677,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,97,features/features.5/features.5.1/block/block.2/activation/Mul,"97. features.5/features.5.1/block/block.2/activation/Mul [act]
params 0",act,0.041,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,98,features/features.5/features.5.1/block/block.2/fc2,"98. features.5/features.5.1/block/block.2/fc2 [conv]
params 0",conv,0.1907,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,99,features/features.5/features.5.1/block/block.2,"99. features.5/features.5.1/block/block.2 [eltwise]
params 0",eltwise,0.2927,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,100,features/features.5/features.5.1/block/block.3/block.3.0,"100. features.5/features.5.1/block/block.3/block.3.0 [conv]
params 0",conv,3.9471000000000003,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,101,features/features.5/features.5.2/block/block.0/block.0.0,"101. features.5/features.5.2/block/block.0/block.0.0 [conv]
params 0",conv,3.4055,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,102,features/features.5/features.5.2/block/block.0/block.0.2/Mul,"102. features.5/features.5.2/block/block.0/block.0.2/Mul [act]
params 0",act,1.7555,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,103,features/features.5/features.5.2/block/block.1/block.1.0,"103. features.5/features.5.2/block/block.1/block.1.0 [conv]
params 0",conv,12.0086,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,104,features/features.5/features.5.2/block/block.1/block.1.2/Mul,"104. features.5/features.5.2/block/block.1/block.1.2/Mul [act]
params 0",act,1.7691,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,105,features/features.5/features.5.2/block/block.2/avgpool,"105. features.5/features.5.2/block/block.2/avgpool [pool]
params 0",pool,0.1811,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,106,features/features.5/features.5.2/block/block.2/fc1,"106. features.5/features.5.2/block/block.2/fc1 [conv]
params 0",conv,0.173,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,107,features/features.5/features.5.2/block/block.2/activation/Mul,"107. features.5/features.5.2/block/block.2/activation/Mul [act]
params 0",act,0.0407,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,108,features/features.5/features.5.2/block/block.2/fc2,"108. features.5/features.5.2/block/block.2/fc2 [conv]
params 0",conv,0.1872,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,109,features/features.5/features.5.2/block/block.2,"109. features.5/features.5.2/block/block.2 [eltwise]
params 0",eltwise,0.2337,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,110,features/features.5/features.5.2/block/block.3/block.3.0,"110. features.5/features.5.2/block/block.3/block.3.0 [conv]
params 0",conv,3.8534,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,111,features/features.6/features.6.0/block/block.0/block.0.0,"111. features.6/features.6.0/block/block.0/block.0.0 [conv]
params 0",conv,3.6254,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,112,features/features.6/features.6.0/block/block.0/block.0.2/Mul,"112. features.6/features.6.0/block/block.0/block.0.2/Mul [act]
params 0",act,1.6758,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,113,features/features.6/features.6.0/block/block.1/block.1.0,"113. features.6/features.6.0/block/block.1/block.1.0 [conv]
params 0",conv,6.0904,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,114,features/features.6/features.6.0/block/block.1/block.1.2/Mul,"114. features.6/features.6.0/block/block.1/block.1.2/Mul [act]
params 0",act,0.5355,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,115,features/features.6/features.6.0/block/block.2/avgpool,"115. features.6/features.6.0/block/block.2/avgpool [pool]
params 0",pool,0.0941,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,116,features/features.6/features.6.0/block/block.2/fc1,"116. features.6/features.6.0/block/block.2/fc1 [conv]
params 0",conv,0.1597,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,117,features/features.6/features.6.0/block/block.2/activation/Mul,"117. features.6/features.6.0/block/block.2/activation/Mul [act]
params 0",act,0.0402,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,118,features/features.6/features.6.0/block/block.2/fc2,"118. features.6/features.6.0/block/block.2/fc2 [conv]
params 0",conv,0.1991,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,119,features/features.6/features.6.0/block/block.2,"119. features.6/features.6.0/block/block.2 [eltwise]
params 0",eltwise,0.1774,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,120,features/features.6/features.6.0/block/block.3/block.3.0,"120. features.6/features.6.0/block/block.3/block.3.0 [conv]
params 0",conv,1.8218,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,121,features/features.6/features.6.1/block/block.0/block.0.0,"121. features.6/features.6.1/block/block.0/block.0.0 [conv]
params 0",conv,2.8071,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,122,features/features.6/features.6.1/block/block.0/block.0.2/Mul,"122. features.6/features.6.1/block/block.0/block.0.2/Mul [act]
params 0",act,0.7813,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,123,features/features.6/features.6.1/block/block.1/block.1.0,"123. features.6/features.6.1/block/block.1/block.1.0 [conv]
params 0",conv,9.254399999999999,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,124,features/features.6/features.6.1/block/block.1/block.1.2/Mul,"124. features.6/features.6.1/block/block.1/block.1.2/Mul [act]
params 0",act,0.7722,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,125,features/features.6/features.6.1/block/block.2/avgpool,"125. features.6/features.6.1/block/block.2/avgpool [pool]
params 0",pool,0.1202,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,126,features/features.6/features.6.1/block/block.2/fc1,"126. features.6/features.6.1/block/block.2/fc1 [conv]
params 0",conv,0.309,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,127,features/features.6/features.6.1/block/block.2/activation/Mul,"127. features.6/features.6.1/block/block.2/activation/Mul [act]
params 0",act,0.0417,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,128,features/features.6/features.6.1/block/block.2/fc2,"128. features.6/features.6.1/block/block.2/fc2 [conv]
params 0",conv,0.2975,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,129,features/features.6/features.6.1/block/block.2,"129. features.6/features.6.1/block/block.2 [eltwise]
params 0",eltwise,0.2741,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,130,features/features.6/features.6.1/block/block.3/block.3.0,"130. features.6/features.6.1/block/block.3/block.3.0 [conv]
params 0",conv,2.9756,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,131,features/features.6/features.6.2/block/block.0/block.0.0,"131. features.6/features.6.2/block/block.0/block.0.0 [conv]
params 0",conv,2.8882000000000003,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,132,features/features.6/features.6.2/block/block.0/block.0.2/Mul,"132. features.6/features.6.2/block/block.0/block.0.2/Mul [act]
params 0",act,0.7,0.0,0.0,3,,,0.0
efficientnetb0,onnxrt_cpu,133,features/features.6/features.6.2/block/block.1/block.1.0,"133. features.6/features.6.2/block/block.1/block.1.0 [conv]
params 0",conv,9.1865,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,134,features/features.6/features.6.2/block/block.1/block.1.2/Mul,"134. features.6/features.6.2/block/block.1/block.1.2/Mul [act]
params 0",act,0.7256,0.0,0.0,1,,,0.0
efficientnetb0,onnxrt_cpu,135,features/features.6/features.6.2/block/block.2/avgpool,"135. features.6/features.6.2/block/block.2/avgpool [pool]
params 0",pool,0.1233,0.0,0.0,2,,,0.0
efficientnetb0,onnxrt_cpu,136,features/features.6/features.6.2/block/block.2/fc1,"136. features.6/features.6.2/block/block.2/fc1 [conv]
params 0",conv,0.3054,0.0,0.0,1,,,0.0
